,map_id,model,prompt_id,avg_model_score,max_model_score,std_model_score,n_model_runs,map_size,abstractability,instruction,necessary_context,background_context,representation_key,output,avg_gain,avg_rel_gain,avg_gain_diff,n_plan_runs
42,map_3x3_36a9049c34,deepseek-r1:7b,6,0.3877306027306027,0.6666666666666666,0.08678802711426002,20,3,partial abstraction,relation2,necessary-domain2,performance3,text,out2,-0.3673902572492758,-74.55263682866719,0.4815789250830809,20
43,map_3x3_36a9049c34,deepseek-r1:7b,7,0.4008721670486376,0.6666666666666666,0.09833290505914234,20,3,partial abstraction,relation2,necessary-domain2,performance3,json,out2,-0.37247340324521067,-29.7088082929015,0.4786769746939341,20
44,map_3x3_36a9049c34,deepseek-r1:7b,8,0.3911183261183261,0.5,0.06357726552956482,20,3,partial abstraction,role3,necessary-domain1,domain3,text,out2,-0.3733995695114135,-49.81876622241624,0.4816922590533892,20
45,map_3x3_36a9049c34,deepseek-r1:7b,9,0.3823470973470974,0.5,0.061231480327787885,20,3,partial abstraction,role3,necessary-domain1,domain3,json,out2,0.0917558688223362,1.590097400238977,0.012971850732962292,20
46,map_3x3_36a9049c34,deepseek-r1:7b,10,0.4237445887445887,0.5,0.059923773140939156,60,3,partial abstraction,gpt1,domain2,test1,text,out4,0.08074850017825763,0.7604018825379366,0.018368402391672135,20
47,map_3x3_36a9049c34,deepseek-r1:7b,11,0.41449632067279124,0.5,0.07474564089461369,60,3,partial abstraction,gpt1,domain2,test1,json,out4,0.08726187891761461,0.8348647769379773,0.017788870930671698,20
48,map_3x3_36a9049c34,deepseek-r1:8b,0,0.4081645021645022,0.5714285714285714,0.07291182466821551,20,3,partial abstraction,role1,necessary-domain2,domain2,text,out2,0.08802041443188985,0.9127348389412393,0.02007993577917417,20
49,map_3x3_36a9049c34,deepseek-r1:8b,1,0.3743939393939394,0.5,0.05184223958166435,20,3,partial abstraction,role1,necessary-domain2,domain2,json,out2,0.09092725830276809,0.9500037008239364,0.01844381898641586,20
50,map_3x3_36a9049c34,deepseek-r1:8b,2,0.39457953394123607,0.5,0.08361632116354095,20,3,partial abstraction,role1,necessary-domain1,test3,text,out1,-0.3707811285058657,8.470915236407757,0.47919778690735504,20
51,map_3x3_36a9049c34,deepseek-r1:8b,3,0.3697922520377418,0.6666666666666666,0.08706925248977394,20,3,partial abstraction,role1,necessary-domain1,test3,json,out1,-0.3719728456834952,-43.533000457004924,0.4778363436361154,20
52,map_3x3_36a9049c34,deepseek-r1:8b,4,0.3377217341482047,0.46153846153846156,0.04864423090601536,20,3,partial abstraction,relation1,necessary-domain2,test3,text,out2,-0.36684580467144645,-30.579349554391484,0.481464624106884,20
53,map_3x3_36a9049c34,deepseek-r1:8b,5,0.398011988011988,0.5,0.06720289343212045,20,3,partial abstraction,relation1,necessary-domain2,test3,json,out2,-0.36917380478978157,-29.088814567675996,0.4827690436045328,20
54,map_3x3_36a9049c34,deepseek-r1:8b,6,0.34829004329004326,0.5,0.0705707341115126,20,3,partial abstraction,relation2,necessary-domain2,performance3,text,out2,-0.37645013520121573,-66.15356263664275,0.48054542642831805,20
55,map_3x3_36a9049c34,deepseek-r1:8b,7,0.39052261747913924,0.5,0.0743633101591875,20,3,partial abstraction,relation2,necessary-domain2,performance3,json,out2,0.08939670843879383,0.9211548196902102,0.019668939570585905,20
56,map_3x3_36a9049c34,deepseek-r1:8b,8,0.4067926517926518,0.5714285714285714,0.09141959725319626,20,3,partial abstraction,role3,necessary-domain1,domain3,text,out2,0.091459728628397,0.8464741143790728,0.01923048225045203,20
57,map_3x3_36a9049c34,deepseek-r1:8b,9,0.4088961038961039,0.5,0.07432502593881496,20,3,partial abstraction,role3,necessary-domain1,domain3,json,out2,-0.37027824941277504,-47.31264296428708,0.48134967933098477,20
58,map_3x3_36a9049c34,deepseek-r1:8b,10,0.3313363303363303,0.5,0.05883057508008065,60,3,partial abstraction,gpt1,domain2,test1,text,out4,0.10796988034248353,0.9582949426932469,0.003135643611351663,20
59,map_3x3_36a9049c34,deepseek-r1:8b,11,0.4096710329899985,0.5,0.06558472698180762,60,3,partial abstraction,gpt1,domain2,test1,json,out4,-0.3710025482376416,-65.70977370854983,0.4804428163766861,20
60,map_3x3_36a9049c34,llama3.1:70b,0,0.358235877943195,0.6666666666666666,0.08106717815810803,20,3,partial abstraction,role1,necessary-domain2,domain2,text,out2,0.09625845108429591,0.713473823922951,0.014056711574395522,20
61,map_3x3_36a9049c34,llama3.1:70b,1,0.39655555555555555,0.5,0.0563635973010484,20,3,partial abstraction,role1,necessary-domain2,domain2,json,out2,-0.3714487788279851,-33.20448845812442,0.4795588292280833,20
62,map_3x3_36a9049c34,llama3.1:70b,2,0.3774978354978355,0.5,0.04952120360814515,20,3,partial abstraction,role1,necessary-domain1,test3,text,out1,-0.37307655121882755,-39.50272613588603,0.4823888611694177,20
63,map_3x3_36a9049c34,llama3.1:70b,3,0.45017316017316017,0.6666666666666666,0.08352582322079073,20,3,partial abstraction,role1,necessary-domain1,test3,json,out1,0.09720567210515342,0.8714088978613432,0.010041800181070959,20
64,map_3x3_36a9049c34,llama3.1:70b,4,0.3536497162967751,0.5,0.053688425868019196,20,3,partial abstraction,relation1,necessary-domain2,test3,text,out2,-0.3733875971833865,-84.13829212392803,0.4785369183321794,20
65,map_3x3_36a9049c34,llama3.1:70b,5,0.3848484848484849,0.4444444444444444,0.039285418759078865,20,3,partial abstraction,relation1,necessary-domain2,test3,json,out2,-0.37200751831134155,-53.266707045417526,0.4792225964864095,20
66,map_3x3_36a9049c34,llama3.1:70b,6,0.33417366946778715,0.4,0.04390282781117268,20,3,partial abstraction,relation2,necessary-domain2,performance3,text,out2,-0.37186246771613757,-49.65179342122433,0.4790504953563214,20
67,map_3x3_36a9049c34,llama3.1:70b,7,0.39246031746031745,0.5714285714285714,0.0673373492256314,20,3,partial abstraction,relation2,necessary-domain2,performance3,json,out2,-0.3690145548681418,-38.77576553757963,0.4802874476015567,20
68,map_3x3_36a9049c34,llama3.1:70b,8,0.34995882166613873,0.5714285714285714,0.061387644512753116,20,3,partial abstraction,role3,necessary-domain1,domain3,text,out2,-0.3698075069785118,-27.905326349027355,0.47999138879776,20
69,map_3x3_36a9049c34,llama3.1:70b,9,0.41135642135642136,0.6666666666666666,0.07738471257325696,20,3,partial abstraction,role3,necessary-domain1,domain3,json,out2,0.09404258909821513,0.7612573842525043,0.012409504254659021,20
70,map_3x3_36a9049c34,llama3.1:70b,10,0.3658008658008658,0.5,0.06589300020776186,60,3,partial abstraction,gpt1,domain2,test1,text,out4,-0.372338647544384,-32.34194877047125,0.4822714696526528,20
71,map_3x3_36a9049c34,llama3.1:70b,11,0.43523809523809526,0.5714285714285714,0.07213372671747277,60,3,partial abstraction,gpt1,domain2,test1,json,out4,-0.37239613631367685,-46.13698053420679,0.4774468223353227,20
72,map_3x3_36a9049c34,llama3.1:8b,0,0.33451881451881454,0.4,0.04939363093636307,20,3,partial abstraction,role1,necessary-domain2,domain2,text,out2,-0.3701061776081721,-46.33283167012198,0.48213150340318683,20
73,map_3x3_36a9049c34,llama3.1:8b,1,0.3556190476190476,0.4,0.042150566390574025,20,3,partial abstraction,role1,necessary-domain2,domain2,json,out2,-0.3703167810539404,-29.363368848238906,0.47926329536239304,20
74,map_3x3_36a9049c34,llama3.1:8b,2,0.40885918003565064,0.6666666666666666,0.08520721088091342,20,3,partial abstraction,role1,necessary-domain1,test3,text,out1,-0.37052211436629295,-120.9951858151876,0.48136275674899415,20
75,map_3x3_36a9049c34,llama3.1:8b,3,0.378584719374193,0.5,0.06682775114829427,20,3,partial abstraction,role1,necessary-domain1,test3,json,out1,-0.36851195287704464,-29.804554020035482,0.4812349662979444,20
76,map_3x3_36a9049c34,llama3.1:8b,4,0.3176942355889724,0.4,0.03606515419890832,20,3,partial abstraction,relation1,necessary-domain2,test3,text,out2,-0.3740987374683221,-41.317139397468125,0.48228896328806875,20
77,map_3x3_36a9049c34,llama3.1:8b,5,0.3946897546897547,0.5,0.050849730325627465,20,3,partial abstraction,relation1,necessary-domain2,test3,json,out2,-0.37285818277796107,-29.251231144299275,0.4802124550640583,20
78,map_3x3_36a9049c34,llama3.1:8b,6,0.33161838161838164,0.36363636363636365,0.02826433280198893,20,3,partial abstraction,relation2,necessary-domain2,performance3,text,out2,-0.3713911418120066,-inf,0.4775097968280315,20
79,map_3x3_36a9049c34,llama3.1:8b,7,0.36098845598845597,0.5,0.05331100789985564,20,3,partial abstraction,relation2,necessary-domain2,performance3,json,out2,-0.3727946959535281,-32.51526863131282,0.4783184979160627,20
80,map_3x3_36a9049c34,llama3.1:8b,8,0.37303030303030305,0.5,0.05480920439563271,20,3,partial abstraction,role3,necessary-domain1,domain3,text,out2,-0.37040788199504215,-37.65046514591411,0.4792203897337119,20
81,map_3x3_36a9049c34,llama3.1:8b,9,0.39150375939849624,0.6666666666666666,0.08774442891000939,20,3,partial abstraction,role3,necessary-domain1,domain3,json,out2,-0.36989135669668516,23.88953543330695,0.4802824538449446,20
82,map_3x3_36a9049c34,llama3.1:8b,10,0.3541010602300925,0.5,0.07327061229721246,60,3,partial abstraction,gpt1,domain2,test1,text,out4,-0.37111189402143163,12.02022928362885,0.47925790145993225,20
83,map_3x3_36a9049c34,llama3.1:8b,11,0.38681474846992087,0.5714285714285714,0.09037577785885019,60,3,partial abstraction,gpt1,domain2,test1,json,out4,-0.3732006849348545,-17.354581546043903,0.48065524913867314,20
84,map_3x3_36a9049c34,llama3.3:70b,0,0.3696103896103896,0.4,0.050345055736921066,20,3,partial abstraction,role1,necessary-domain2,domain2,text,out2,-0.3764806789457798,-32.140584193227184,0.4792442498703798,20
85,map_3x3_36a9049c34,llama3.3:70b,1,0.3698701298701299,0.4,0.04552499179263721,20,3,partial abstraction,role1,necessary-domain2,domain2,json,out2,-0.3724003583788872,-inf,0.4764844939907392,20
86,map_3x3_36a9049c34,llama3.3:70b,2,0.29047619047619044,0.3333333333333333,0.014656833601216487,20,3,partial abstraction,role1,necessary-domain1,test3,text,out1,-0.3729918260773023,-39.56074285747627,0.47991653606295587,20
87,map_3x3_36a9049c34,llama3.3:70b,3,0.4066666666666666,0.4444444444444444,0.016282113268112134,20,3,partial abstraction,role1,necessary-domain1,test3,json,out1,-0.37131577487786604,-354.41672688747065,0.47992711663246157,20
88,map_3x3_36a9049c34,llama3.3:70b,4,0.29047619047619044,0.3333333333333333,0.014656833601216494,20,3,partial abstraction,relation1,necessary-domain2,test3,text,out2,-0.3683393332759539,-48.33067666812506,0.47774250520269074,20
89,map_3x3_36a9049c34,llama3.3:70b,5,0.4,0.4,0.0,20,3,partial abstraction,relation1,necessary-domain2,test3,json,out2,-0.37131600875655807,-32.88318675824513,0.4803299575348695,20
90,map_3x3_36a9049c34,llama3.3:70b,6,0.37345767575322814,0.4,0.047167866695205105,20,3,partial abstraction,relation2,necessary-domain2,performance3,text,out2,-0.37260457041859624,-inf,0.4797444926202298,20
91,map_3x3_36a9049c34,llama3.3:70b,7,0.4,0.4,0.0,20,3,partial abstraction,relation2,necessary-domain2,performance3,json,out2,-0.3728330545326074,-83.20755956681809,0.48088417294621466,20
92,map_3x3_36a9049c34,llama3.3:70b,8,0.310952380952381,0.4,0.04688914285193014,20,3,partial abstraction,role3,necessary-domain1,domain3,text,out2,-0.37509616924325623,45.73010037629536,0.480602061877648,20
93,map_3x3_36a9049c34,llama3.3:70b,9,0.4,0.4,0.0,20,3,partial abstraction,role3,necessary-domain1,domain3,json,out2,-0.37030505427718163,-29.69579001721304,0.48182094901800154,20
94,map_3x3_36a9049c34,llama3.3:70b,10,0.3545436507936508,0.5,0.053475864585107766,60,3,partial abstraction,gpt1,domain2,test1,text,out4,-0.36898840325077376,-34.00582639530368,0.4794201082289219,20
95,map_3x3_36a9049c34,llama3.3:70b,11,0.4313450292397661,0.5,0.0631001597324299,60,3,partial abstraction,gpt1,domain2,test1,json,out4,-0.3724956165750821,-36.345647760281935,0.4817271649340788,20
96,map_3x3_4581d67942,deepseek-r1:14b,0,0.4499902970592625,0.5555555555555556,0.09395573565906838,20,3,perfect abstraction,role1,necessary-domain2,domain2,text,out2,-0.3655346965491772,-inf,0.40555331045389176,20
97,map_3x3_4581d67942,deepseek-r1:14b,1,0.4413118869269453,0.5714285714285714,0.09222315635834868,20,3,perfect abstraction,role1,necessary-domain2,domain2,json,out2,0.016667529155810695,0.5629150413265502,0.01933119713266691,20
98,map_3x3_4581d67942,deepseek-r1:14b,2,0.43638184038184036,0.5714285714285714,0.06101442399195234,20,3,perfect abstraction,role1,necessary-domain1,test3,text,out1,-0.44881480498115217,-inf,0.4858091521362463,20
99,map_3x3_4581d67942,deepseek-r1:14b,3,0.42828282828282827,0.5714285714285714,0.061490542417781534,20,3,perfect abstraction,role1,necessary-domain1,test3,json,out1,-0.4480718995233377,-inf,0.4829056587914626,20
100,map_3x3_4581d67942,deepseek-r1:14b,4,0.39496288003184554,0.5,0.06035141795491735,20,3,perfect abstraction,relation1,necessary-domain2,test3,text,out2,0.039679881374041236,,0.002239535282055535,20
101,map_3x3_4581d67942,deepseek-r1:14b,5,0.47125874125874123,1.0,0.13927859786280888,20,3,perfect abstraction,relation1,necessary-domain2,test3,json,out2,0.03807914729913074,0.9073413894176332,-0.004250658939282101,20
102,map_3x3_4581d67942,deepseek-r1:14b,6,0.4600820076490808,1.0,0.15468923026659842,20,3,perfect abstraction,relation2,necessary-domain2,performance3,text,out2,0.036112054665883395,0.6996400399171512,0.001492920865615205,20
103,map_3x3_4581d67942,deepseek-r1:14b,7,0.4321358663207187,0.5714285714285714,0.0691683069479638,20,3,perfect abstraction,relation2,necessary-domain2,performance3,json,out2,-0.44790079328417776,-inf,0.4845802603662014,20
104,map_3x3_4581d67942,deepseek-r1:14b,8,0.40728223748875925,0.5454545454545454,0.07319376263447337,20,3,perfect abstraction,role3,necessary-domain1,domain3,text,out2,-0.44483513112862905,-inf,0.4849787067373594,20
105,map_3x3_4581d67942,deepseek-r1:14b,9,0.4269050756007278,0.5,0.0489087721285931,20,3,perfect abstraction,role3,necessary-domain1,domain3,json,out2,-0.4493756668567658,-23.165696062858114,0.4877077075242996,20
106,map_3x3_4581d67942,deepseek-r1:14b,10,0.37622222222222224,0.4444444444444444,0.04752294849884479,60,3,perfect abstraction,gpt1,domain2,test1,text,out4,-0.44796493590871495,66.64078304230709,0.4832935910920302,20
107,map_3x3_4581d67942,deepseek-r1:14b,11,0.4363550338550339,0.5714285714285714,0.07270889241221118,60,3,perfect abstraction,gpt1,domain2,test1,json,out4,-0.44611517526706057,-inf,0.48468398507436117,20
108,map_3x3_4581d67942,deepseek-r1:32b,0,0.40010101010101007,0.5555555555555556,0.1018161530167006,20,3,perfect abstraction,role1,necessary-domain2,domain2,text,out2,-0.3643929961820444,6.382960887452279,0.4061315208077431,20
109,map_3x3_4581d67942,deepseek-r1:32b,1,0.43894901394901387,0.5714285714285714,0.05430398421175691,20,3,perfect abstraction,role1,necessary-domain2,domain2,json,out2,-0.4449522649447123,-inf,0.48344674003124233,20
110,map_3x3_4581d67942,deepseek-r1:32b,2,0.40621212121212125,0.5,0.04226226006511653,20,3,perfect abstraction,role1,necessary-domain1,test3,text,out1,0.043264833182096486,,-0.003958995421727484,20
111,map_3x3_4581d67942,deepseek-r1:32b,3,0.4341666666666667,0.5,0.052079761782304536,20,3,perfect abstraction,role1,necessary-domain1,test3,json,out1,-0.44130067998170847,-inf,0.48483469277620317,20
112,map_3x3_4581d67942,deepseek-r1:32b,4,0.45888500388500386,1.0,0.140684838226287,20,3,perfect abstraction,relation1,necessary-domain2,test3,text,out2,0.03995157513022425,1.0857019752797368,-0.0014194384713967945,20
113,map_3x3_4581d67942,deepseek-r1:32b,5,0.45214409583974796,0.5,0.040718643750210934,20,3,perfect abstraction,relation1,necessary-domain2,test3,json,out2,0.040621804078420025,-inf,-0.001126435319582647,20
114,map_3x3_4581d67942,deepseek-r1:32b,6,0.43969696969696964,0.6666666666666666,0.07733627468484457,20,3,perfect abstraction,relation2,necessary-domain2,performance3,text,out2,-0.44481600930293397,-inf,0.4846948200960954,20
115,map_3x3_4581d67942,deepseek-r1:32b,7,0.43769841269841264,0.5,0.016542882809896204,20,3,perfect abstraction,relation2,necessary-domain2,performance3,json,out2,0.03862999669710795,0.7490769701755626,0.002075274099906299,20
116,map_3x3_4581d67942,deepseek-r1:32b,8,0.4518216729507052,0.5714285714285714,0.08978392356257552,20,3,perfect abstraction,role3,necessary-domain1,domain3,text,out2,-0.20115233528614046,-inf,0.236309236039718,20
117,map_3x3_4581d67942,deepseek-r1:32b,9,0.44257131757131757,0.5714285714285714,0.07485922243316098,20,3,perfect abstraction,role3,necessary-domain1,domain3,json,out2,-0.4440187374949455,-inf,0.48496759885549545,20
118,map_3x3_4581d67942,deepseek-r1:32b,10,0.4239241221741222,0.5714285714285714,0.08173012121586264,60,3,perfect abstraction,gpt1,domain2,test1,text,out4,-0.4747454359098559,-inf,0.4989144473984128,56
119,map_3x3_4581d67942,deepseek-r1:32b,11,0.4818831168831169,1.0,0.13452425179730879,60,3,perfect abstraction,gpt1,domain2,test1,json,out4,0.04273068933685622,,-0.0005489710271358473,20
120,map_3x3_4581d67942,deepseek-r1:70b,0,0.48577200577200574,0.5714285714285714,0.07605414362536561,20,3,perfect abstraction,role1,necessary-domain2,domain2,text,out2,-0.4071752543946108,-inf,0.4422383180061977,20
121,map_3x3_4581d67942,deepseek-r1:70b,1,0.4440981240981241,0.5714285714285714,0.040603571591141197,20,3,perfect abstraction,role1,necessary-domain2,domain2,json,out2,-0.4453017091850439,-inf,0.4848707285026709,20
122,map_3x3_4581d67942,deepseek-r1:70b,2,0.4488365800865801,0.6,0.06303160857538917,20,3,perfect abstraction,role1,necessary-domain1,test3,text,out1,-0.47550051975463115,-inf,0.4994703331979967,56
123,map_3x3_4581d67942,deepseek-r1:70b,3,0.4183694083694084,0.5714285714285714,0.06606480510083583,20,3,perfect abstraction,role1,necessary-domain1,test3,json,out1,-0.2279296672415166,-inf,0.25115681857580235,56
124,map_3x3_4581d67942,deepseek-r1:70b,4,0.4795428913192071,1.0,0.14071998790935267,20,3,perfect abstraction,relation1,necessary-domain2,test3,text,out2,0.024467140461007755,-inf,0.00021412629101958243,56
